collection;deck;question;correct_answer;wrong_answer_1;wrong_answer_2;wrong_answer_3;hint;explanation;level;difficulty;tags;source;cloze_text;accepted_answers;cloze_answers;cloze_word_bank
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Quels actes ne sont pas automatiquement permis par un simple accès au code source ?;Reproduire, commercialiser ou diffuser le code source;Assurer une maintenance encadrée;Utiliser le logiciel conformément au contrat;Consulter le code dans les limites prévues;Revois les situations où l'accès au code devient utile.;Le droit d'accès ne vaut pas cession générale. Reproduction, commercialisation et diffusion du code restent interdites sans droit ou autorisation spécifique.;2;moyen;code-source|limites;2.2 - Droit d'auteur - Accès aux codes sources;Le simple accès ne permet pas de {{reproduire, commercialiser ou diffuser}} le code source.;reproduire|commercialiser|diffuser;reproduire, commercialiser ou diffuser;reproduire, commercialiser ou diffuser|Assurer une maintenance encadrée|Utiliser le logiciel conformément au contrat|Consulter le code dans les limites prévues
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Quelle est la position dominante en droit belge pour la maintenance ou l'adaptation par le client ?;Cela doit être encadré par le contrat;C'est toujours interdit;C'est toujours libre;Cela transfère tous les droits;Revois les situations où l'accès au code devient utile.;Le document admet l'idée d'un usage non commercial pour assurer la continuité de fonctionnement. Mais il précise que la position dominante en droit belge exige un encadrement contractuel.;3;avancé;maintenance|contrat;2.2 - Droit d'auteur - Accès aux codes sources;La maintenance par le client doit être {{encadrée par le contrat}}.;encadrée par le contrat|prévue au contrat;encadrée par le contrat;encadrée par le contrat|C'est toujours interdit|C'est toujours libre|Cela transfère tous les droits
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Que prévoit l'article XI.299 en l'absence de dispositions contractuelles particulières ?;Les actes nécessaires à l'utilisation conforme, y compris la correction d'erreurs, ne sont pas soumis à autorisation;Le client obtient tous les droits patrimoniaux;Le code source devient public;Toute adaptation est interdite;Revois les situations où l'accès au code devient utile.;L'article XI.299 permet certains actes de reproduction et d'adaptation nécessaires à l'utilisation conforme du programme. La correction d'erreurs est expressément incluse.;3;avancé;xi299|correction-erreurs;2.2 - Droit d'auteur - Accès aux codes sources;Sans clause particulière, sont permis les actes nécessaires à {{l'utilisation conforme du logiciel}}.;utilisation conforme|correction d'erreurs;l'utilisation conforme du logiciel;l'utilisation conforme du logiciel|Le client obtient tous les droits patrimoniaux|Le code source devient public|Toute adaptation est interdite
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Quelle difficulté existe si le licencié n'a pas les codes sources ?;Il ne peut pas exercer effectivement son droit de maintenance et d'évolution;Il devient automatiquement contrefacteur;Il perd sa licence;Il obtient un brevet;Revois les situations où l'accès au code devient utile.;Le document note une difficulté pratique : sans accès aux codes sources, le licencié peut ne pas pouvoir assurer la maintenance ou l'évolution du programme. Le droit d'utilisation devient alors moins effectif.;3;avancé;licencie|maintenance;2.2 - Droit d'auteur - Accès aux codes sources;Sans code source, le licencié ne peut pas exercer effectivement {{son droit de maintenance et d'évolution}}.;maintenance et évolution|droit de maintenance;son droit de maintenance et d'évolution;son droit de maintenance et d'évolution|Il devient automatiquement contrefacteur|Il perd sa licence|Il obtient un brevet
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Quel principe la CJUE a-t-elle posé dans Top System c. Etat belge ?;Le licencié peut décompiler le logiciel pour les besoins de sa correction;Le client devient toujours propriétaire du code;La décompilation est toujours interdite;Le logiciel n'est jamais protégé;Revois les situations où l'accès au code devient utile.;La CJUE a admis que le licencié peut procéder à la décompilation pour corriger le logiciel. Cette solution permet de rendre effectives ses prérogatives.;3;avancé;top-system|cjue;2.2 - Droit d'auteur - Accès aux codes sources;Dans Top System, la décompilation est admise pour {{la correction du logiciel}}.;correction du logiciel|corriger le logiciel;la correction du logiciel;la correction du logiciel|Le client devient toujours propriétaire du code|La décompilation est toujours interdite|Le logiciel n'est jamais protégé
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Quelle étape supplémentaire la Cour d'appel de Douai a-t-elle franchie en 2022 ?;Elle a confirmé la remise sous astreinte des sources à un licencié voulant assurer lui-même la maintenance;Elle a supprimé le droit d'auteur;Elle a interdit toute maintenance;Elle a imposé un brevet européen;Revois les situations où l'accès au code devient utile.;La Cour d'appel de Douai a confirmé une décision imposant à un éditeur de remettre les sources à son licencié. Le but était de lui permettre d'assurer lui-même la maintenance.;3;avancé;douai|code-source;2.2 - Droit d'auteur - Accès aux codes sources;La Cour de Douai a confirmé la remise des sources pour {{assurer la maintenance}}.;assurer la maintenance|remise des sources;assurer la maintenance;assurer la maintenance|Elle a supprimé le droit d'auteur|Elle a interdit toute maintenance|Elle a imposé un brevet européen
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Quelle tendance générale ressort des décisions Top System et Douai ?;Les juridictions font preuve de pragmatisme pour donner aux licenciés les moyens techniques d'exercer leurs droits;Les juridictions refusent toujours l'accès au code;Les juridictions imposent l'open source;Les juridictions remplacent le droit d'auteur par le brevet;Revois les situations où l'accès au code devient utile.;Le document conclut que les juridictions donnent aux licenciés des moyens matériels et techniques d'exercer leurs prérogatives. Il s'agit d'une approche pragmatique.;3;avancé;jurisprudence|pragmatisme;2.2 - Droit d'auteur - Accès aux codes sources;Les juridictions cherchent à rendre les droits des licenciés {{effectifs techniquement}}.;effectifs techniquement|pragmatisme;effectifs techniquement;effectifs techniquement|Les juridictions refusent toujours l'accès au code|Les juridictions imposent l'open source|Les juridictions remplacent le droit d'auteur par le brevet
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Quelle est la durée des droits patrimoniaux sur un logiciel ?;70 ans après le décès de l'auteur;20 ans à compter du dépôt;15 ans après création;10 ans après fixation;-;Selon l'article XI.166 CDE, les droits patrimoniaux durent 70 ans après le décès de l'auteur. Cette durée concerne les droits d'exploitation.;1;facile;duree|xi166;2.2 - Droit d'auteur - Durée, sanctions et formalités;Les droits patrimoniaux durent {{70 ans après le décès de l'auteur}}.;70 ans|70 ans après le décès;70 ans après le décès de l'auteur;70 ans après le décès de l'auteur|20 ans à compter du dépôt|15 ans après création|10 ans après fixation
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);En cas de création collaborative, à partir de quand court le délai de 70 ans ?;À partir de la mort du dernier coauteur survivant;À partir de la première vente UE;À partir du dépôt du brevet;À partir de la première installation;Revois la durée de protection et les moyens d'action.;Pour une création collaborative, la durée court à partir de la mort du dernier coauteur survivant. La règle tient donc compte de tous les coauteurs.;2;moyen;duree|coauteur;2.2 - Droit d'auteur - Durée, sanctions et formalités;En collaboration, le délai court depuis {{la mort du dernier coauteur survivant}}.;mort du dernier coauteur|dernier coauteur survivant;la mort du dernier coauteur survivant;la mort du dernier coauteur survivant|À partir de la première vente UE|À partir du dépôt du brevet|À partir de la première installation
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Quelle est la particularité des droits moraux sur la durée ?;Ils sont imprescriptibles mais plus limités pour les logiciels;Ils durent 20 ans;Ils disparaissent à la vente;Ils exigent une taxe annuelle;Revois la durée de protection et les moyens d'action.;Le document précise que les droits moraux sont imprescriptibles. Cependant, leur portée est plus limitée en matière de logiciels.;2;moyen;droits-moraux|imprescriptible;2.2 - Droit d'auteur - Durée, sanctions et formalités;Les droits moraux sont {{imprescriptibles mais limités pour les logiciels}}.;imprescriptibles|portée limitée;imprescriptibles mais limités pour les logiciels;imprescriptibles mais limités pour les logiciels|Ils durent 20 ans|Ils disparaissent à la vente|Ils exigent une taxe annuelle
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Qu'est-ce que le délit de contrefaçon selon l'article XI.293 CDE ?;Toute atteinte méchante ou frauduleuse au droit d'auteur;Toute utilisation normale sous licence;Toute copie de sauvegarde;Toute observation du programme;-;Le document définit pénalement la contrefaçon comme une atteinte méchante ou frauduleuse au droit d'auteur. Cette infraction peut viser le logiciel.;1;facile;contrefacon|penal;2.2 - Droit d'auteur - Durée, sanctions et formalités;La contrefaçon est {{toute atteinte méchante ou frauduleuse au droit d'auteur}}.;atteinte méchante ou frauduleuse|contrefaçon;toute atteinte méchante ou frauduleuse au droit d'auteur;toute atteinte méchante ou frauduleuse au droit d'auteur|Toute utilisation normale sous licence|Toute copie de sauvegarde|Toute observation du programme
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Quels actes sont cités comme contrefaçon de logiciel ?;Reproduction non autorisée, diffusion de copie illégale ou utilisation consciente d'un programme obtenu illicitement;Copie de sauvegarde, observation et étude;Revente UE après épuisement;Correction d'erreurs par l'utilisateur légitime;Revois la durée de protection et les moyens d'action.;Le document cite la reproduction non autorisée, la diffusion même gratuite d'une copie illégale et l'utilisation consciente d'un programme obtenu illicitement. Ces actes peuvent relever de la contrefaçon.;2;moyen;contrefacon|diffusion;2.2 - Droit d'auteur - Durée, sanctions et formalités;La contrefaçon inclut {{reproduction non autorisée, diffusion illégale ou usage conscient d'un programme illicite}}.;reproduction non autorisée|diffusion illégale|usage conscient;reproduction non autorisée, diffusion illégale ou usage conscient d'un programme illicite;reproduction non autorisée, diffusion illégale ou usage conscient d'un programme illicite|Copie de sauvegarde, observation et étude|Revente UE après épuisement|Correction d'erreurs par l'utilisateur légitime
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Quelles sanctions pénales sont prévues en cas de contrefaçon ?;Amende, emprisonnement, saisie du matériel et des copies illicites;Nullité du brevet uniquement;Perte du droit moral;Publication obligatoire du code source;-;Le document cite l'amende, l'emprisonnement et la saisie du matériel et des copies illicites. Ces sanctions sont liées au Code pénal et au CDE.;1;facile;sanctions|penal;2.2 - Droit d'auteur - Durée, sanctions et formalités;Les sanctions pénales sont {{amende, emprisonnement et saisie}}.;amende|emprisonnement|saisie;amende, emprisonnement et saisie;amende, emprisonnement et saisie|Nullité du brevet uniquement|Perte du droit moral|Publication obligatoire du code source
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Pourquoi la copie du code source par un ancien développeur peut-elle être une contrefaçon ?;Parce que le code propriétaire est repris sans autorisation;Parce que tout ancien employé est titulaire;Parce que la concurrence est toujours interdite;Parce que le logiciel n'est pas original;Revois la durée de protection et les moyens d'action.;L'exemple vise un ancien développeur qui utilise le code source d'un logiciel propriétaire pour créer un concurrent. Si le code est repris sans autorisation, cela constitue une contrefaçon.;2;moyen;code-source|contrefacon;2.2 - Droit d'auteur - Durée, sanctions et formalités;La reprise est illicite si le code est repris {{sans autorisation}}.;sans autorisation|non autorisé;sans autorisation;sans autorisation|Parce que tout ancien employé est titulaire|Parce que la concurrence est toujours interdite|Parce que le logiciel n'est pas original
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Le partage gratuit de copies illégales peut-il être pénalement répréhensible ?;Oui, même sans but lucratif;Non, car il est gratuit;Non, entre membres d'un club;Oui, seulement hors UE;-;Le document donne l'exemple d'un club partageant gratuitement des copies de logiciels propriétaires en connaissance de leur origine illicite. Même sans but lucratif, cela reste répréhensible.;1;facile;gratuit|contrefacon;2.2 - Droit d'auteur - Durée, sanctions et formalités;Le partage gratuit de copies illégales est {{pénalement répréhensible}}.;oui|pénalement répréhensible;pénalement répréhensible;pénalement répréhensible|Non, car il est gratuit|Non, entre membres d'un club|Oui, seulement hors UE
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Quel est l'objectif de l'action en cessation ?;Faire cesser immédiatement l'exploitation ou la diffusion illicite d'un logiciel;Obtenir seulement une preuve;Déposer un brevet;Publier le code source;-;L'action en cessation vise à faire arrêter immédiatement une exploitation ou diffusion illicite. Elle se fait par une procédure rapide devant le Tribunal de l'entreprise.;1;facile;action-cessation;2.2 - Droit d'auteur - Durée, sanctions et formalités;L'action en cessation vise à {{faire cesser immédiatement l'exploitation illicite}}.;faire cesser l'exploitation illicite|arrêt immédiat;faire cesser immédiatement l'exploitation illicite;faire cesser immédiatement l'exploitation illicite|Obtenir seulement une preuve|Déposer un brevet|Publier le code source
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Devant quelle juridiction se déroule l'action en cessation ?;Le Tribunal de l'entreprise;Le tribunal de police;La Cour constitutionnelle;L'OEB;-;Le document précise que l'action en cessation se déroule devant le Tribunal de l'entreprise. Elle suit une procédure rapide, comme en référé.;1;facile;tribunal-entreprise;2.2 - Droit d'auteur - Durée, sanctions et formalités;L'action en cessation est portée devant {{le Tribunal de l'entreprise}}.;Tribunal de l'entreprise;le Tribunal de l'entreprise;le Tribunal de l'entreprise|Le tribunal de police|La Cour constitutionnelle|L'OEB
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Que peut ordonner le juge en cessation ?;Arrêt de l'usage, retrait des copies du marché ou blocage d'accès;Octroi d'un brevet européen;Transfert automatique du code source;Emprisonnement automatique;Revois la durée de protection et les moyens d'action.;Le juge peut ordonner l'arrêt de l'usage du logiciel, le retrait des copies du marché ou le blocage d'accès aux plateformes ou serveurs concernés.;2;moyen;cessation|mesures;2.2 - Droit d'auteur - Durée, sanctions et formalités;Le juge peut ordonner {{l'arrêt de l'usage, le retrait des copies ou le blocage d'accès}}.;arrêt de l'usage|retrait des copies|blocage;l'arrêt de l'usage, le retrait des copies ou le blocage d'accès;l'arrêt de l'usage, le retrait des copies ou le blocage d'accès|Octroi d'un brevet européen|Transfert automatique du code source|Emprisonnement automatique
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Quel est l'objectif de l'action en dommages et intérêts ?;Réparer le préjudice subi par le titulaire des droits;Créer le droit d'auteur;Déposer le logiciel;Interdire tout usage licite;-;L'action en dommages et intérêts vise à obtenir réparation du préjudice causé au titulaire des droits. Elle peut compléter l'action en cessation.;1;facile;dommages-interets;2.2 - Droit d'auteur - Durée, sanctions et formalités;Les dommages et intérêts visent à {{réparer le préjudice}}.;réparer le préjudice|obtenir réparation;réparer le préjudice;réparer le préjudice|Créer le droit d'auteur|Déposer le logiciel|Interdire tout usage licite
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Quels préjudices ou gains peuvent être couverts par les dommages et intérêts ?;Perte financière, préjudice moral et bénéfices indûment réalisés;Uniquement les frais de dépôt;Uniquement une taxe annuelle;Uniquement la copie de sauvegarde;Revois la durée de protection et les moyens d'action.;Le document cite la perte financière, le préjudice moral et les bénéfices indûment réalisés par le contrefacteur. Ces éléments permettent d'évaluer la réparation.;2;moyen;prejudice|dommages;2.2 - Droit d'auteur - Durée, sanctions et formalités;Les dommages peuvent couvrir {{perte financière, préjudice moral et bénéfices indûment réalisés}}.;perte financière|préjudice moral|bénéfices indûment réalisés;perte financière, préjudice moral et bénéfices indûment réalisés;perte financière, préjudice moral et bénéfices indûment réalisés|Uniquement les frais de dépôt|Uniquement une taxe annuelle|Uniquement la copie de sauvegarde
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Le droit d'auteur sur un logiciel nécessite-t-il une formalité en droit belge et européen ?;Non, la protection est automatique et gratuite;Oui, un dépôt obligatoire;Oui, une taxe annuelle;Oui, une instruction administrative;-;Aucune formalité n'est requise pour bénéficier du droit d'auteur. Le logiciel est protégé dès sa création s'il est original.;1;facile;formalites|automatique;2.2 - Droit d'auteur - Durée, sanctions et formalités;La protection par droit d'auteur est {{automatique et gratuite}}.;automatique et gratuite|sans formalité;automatique et gratuite;automatique et gratuite|Oui, un dépôt obligatoire|Oui, une taxe annuelle|Oui, une instruction administrative
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);À partir de quand un logiciel original est-il protégé ?;Dès sa création;Dès son dépôt à l'OEB;Dès sa première vente UE;Après 20 ans;-;Le logiciel est protégé dès sa création, à condition d'être original. L'enregistrement ou le dépôt ne crée pas le droit.;1;facile;creation|originalite;2.2 - Droit d'auteur - Durée, sanctions et formalités;Un logiciel original est protégé {{dès sa création}}.;dès sa création|à sa création;dès sa création;dès sa création|Dès son dépôt à l'OEB|Dès sa première vente UE|Après 20 ans
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Pourquoi un dépôt peut-il être recommandé malgré l'absence d'obligation ?;Pour prouver la paternité et la date de création;Pour créer le droit d'auteur;Pour rendre le logiciel brevetable;Pour exclure les exceptions;Revois la durée de protection et les moyens d'action.;Un dépôt ne crée pas le droit, mais il facilite la preuve en cas de litige. Il peut établir l'auteur et l'antériorité de la création.;2;moyen;depot|preuve;2.2 - Droit d'auteur - Durée, sanctions et formalités;Le dépôt sert à prouver {{la paternité et la date de création}}.;paternité|date de création|antériorité;la paternité et la date de création;la paternité et la date de création|Pour créer le droit d'auteur|Pour rendre le logiciel brevetable|Pour exclure les exceptions
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Où peut-on déposer un logiciel pour faciliter la preuve ?;Chez un notaire, auprès d'une société de gestion ou via timestamping/blockchain;Uniquement au tribunal pénal;Uniquement chez un concurrent;Uniquement sur un serveur privé;Revois la durée de protection et les moyens d'action.;Le document cite le dépôt chez un notaire, auprès d'une société de gestion ou d'un tiers spécialisé, ainsi que les systèmes de timestamping ou blockchain.;2;moyen;depot|notaire|blockchain;2.2 - Droit d'auteur - Durée, sanctions et formalités;Le dépôt peut se faire chez {{un notaire, une société de gestion ou via timestamping/blockchain}}.;notaire|société de gestion|timestamping|blockchain;un notaire, une société de gestion ou via timestamping/blockchain;un notaire, une société de gestion ou via timestamping/blockchain|Uniquement au tribunal pénal|Uniquement chez un concurrent|Uniquement sur un serveur privé
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Un logiciel en tant que tel est-il brevetable en droit belge et européen ?;Non;Oui, toujours;Oui, sans condition;Oui, s'il est original;-;Le document indique qu'un programme d'ordinateur en tant que tel n'est pas une invention brevetable. Il reste exclu du champ des brevets sauf conditions particulières.;1;facile;brevet|logiciel;2.2 - Droit des brevets;Un logiciel en tant que tel {{n'est pas brevetable}}.;non|n'est pas brevetable;n'est pas brevetable;n'est pas brevetable|Oui, toujours|Oui, sans condition|Oui, s'il est original
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Pourquoi le logiciel est-il qualifié d'objet hybride ?;Le code relève du droit d'auteur, tandis que certaines fonctionnalités techniques peuvent relever du brevet;Il est toujours une marque et un dessin;Il n'est jamais protégé;Il relève uniquement des topographies;Revois les critères de brevetabilité et leurs limites.;Le code source est une oeuvre de l'esprit protégée par droit d'auteur. Des fonctionnalités techniques produisant un effet technique concret peuvent, elles, être protégées par brevet.;2;moyen;hybride|droit-auteur|brevet;2.2 - Droit des brevets;Le logiciel est hybride car {{le code relève du droit d'auteur et certaines fonctionnalités techniques du brevet}}.;droit d'auteur et brevet|code et fonctionnalité technique;le code relève du droit d'auteur et certaines fonctionnalités techniques du brevet;le code relève du droit d'auteur et certaines fonctionnalités techniques du brevet|Il est toujours une marque et un dessin|Il n'est jamais protégé|Il relève uniquement des topographies
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Que protège le droit d'auteur dans la superposition droit d'auteur/brevet ?;La forme, comme le code et la structure du programme;L'idée technique sous-jacente uniquement;La solution technique uniquement;La taxe annuelle;-;Le droit d'auteur protège la forme exprimée du logiciel, notamment le code et la structure du programme. Il ne protège pas l'idée technique comme telle.;1;facile;superposition|forme;2.2 - Droit des brevets;Le droit d'auteur protège {{la forme, comme le code et la structure}}.;forme|code|structure;la forme, comme le code et la structure;la forme, comme le code et la structure|L'idée technique sous-jacente uniquement|La solution technique uniquement|La taxe annuelle
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Que peut protéger le brevet dans cette superposition ?;L'idée technique sous-jacente, si elle constitue une fonctionnalité nouvelle ou une solution technique;Le manuel comme oeuvre littéraire;La paternité du développeur;Le code comme texte écrit;Revois les critères de brevetabilité et leurs limites.;Le brevet peut protéger l'idée technique sous-jacente lorsqu'elle répond aux conditions de brevetabilité. Il protège une solution technique, pas la forme du code.;2;moyen;brevet|solution-technique;2.2 - Droit des brevets;Le brevet peut protéger {{l'idée technique sous-jacente}}.;idée technique|solution technique;l'idée technique sous-jacente;l'idée technique sous-jacente|Le manuel comme oeuvre littéraire|La paternité du développeur|Le code comme texte écrit
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Dans l'exemple de commande vocale pour drones, qu'est-ce qui est protégé automatiquement par droit d'auteur ?;Le code source du logiciel;La fonctionnalité brevetée automatiquement;La marque du drone;Le capteur physique;-;Le code source du logiciel de commande vocale est protégé automatiquement par droit d'auteur s'il est original. La fonctionnalité technique peut éventuellement relever du brevet.;1;facile;drone|code-source;2.2 - Droit des brevets;Dans l'exemple du drone, le droit d'auteur protège {{le code source}}.;code source|le code source;le code source;le code source|La fonctionnalité brevetée automatiquement|La marque du drone|Le capteur physique
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Dans l'exemple de commande vocale pour drones, pourquoi la fonctionnalité peut-elle être brevetable ?;Parce qu'elle repose sur une technique de filtrage sonore inédite produisant un effet technique concret;Parce qu'elle est écrite en Python;Parce qu'elle est une interface graphique;Parce qu'elle est gratuite;Revois les critères de brevetabilité et leurs limites.;La fonctionnalité permet une commande vocale en milieu bruyant grâce à une technique de filtrage sonore inédite. Elle peut donc produire une contribution technique dépassant le simple logiciel.;3;avancé;drone|filtrage-sonore;2.2 - Droit des brevets;La fonctionnalité peut être brevetée grâce à {{une technique de filtrage sonore inédite}}.;filtrage sonore inédit|technique de filtrage sonore;une technique de filtrage sonore inédite;une technique de filtrage sonore inédite|Parce qu'elle est écrite en Python|Parce qu'elle est une interface graphique|Parce qu'elle est gratuite
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Quelles sont les trois conditions de brevetabilité citées ?;Nouveauté, activité inventive et application industrielle;Originalité, paternité et divulgation;Sauvegarde, observation et décompilation;Distribution, location et prêt;-;Le document énumère les conditions de brevetabilité : nouveauté, activité inventive et application industrielle. Elles s'ajoutent à l'exigence d'une invention technique.;1;facile;brevetabilite|conditions;2.2 - Droit des brevets;Les conditions sont {{nouveauté, activité inventive et application industrielle}}.;nouveauté|activité inventive|application industrielle;nouveauté, activité inventive et application industrielle;nouveauté, activité inventive et application industrielle|Originalité, paternité et divulgation|Sauvegarde, observation et décompilation|Distribution, location et prêt
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Pour être brevetable, l'objet doit être technique et non quoi ?;Une simple idée abstraite ou une suite logique;Une amélioration technique;Une interaction avec des capteurs;Une solution industrielle;Revois les critères de brevetabilité et leurs limites.;Le brevet exige une invention technique. Une simple idée abstraite ou une suite logique ne suffit pas à entrer dans le champ de la brevetabilité.;2;moyen;invention|idee-abstraite;2.2 - Droit des brevets;L'objet ne peut pas être {{une simple idée abstraite ou une suite logique}}.;idée abstraite|suite logique;une simple idée abstraite ou une suite logique;une simple idée abstraite ou une suite logique|Une amélioration technique|Une interaction avec des capteurs|Une solution industrielle
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Que prévoit l'article 52(2) CBE ?;Les programmes d'ordinateur considérés en tant que tels ne sont pas des inventions;Tous les logiciels sont brevetables;Les programmes durent 70 ans;Les programmes sont des bases de données;Revois les critères de brevetabilité et leurs limites.;L'article 52(2) CBE exclut les programmes d'ordinateur considérés en tant que tels de la notion d'invention. Cette exclusion n'empêche pas toute brevetabilité lorsqu'une contribution technique existe.;2;moyen;article-52|cbe;2.2 - Droit des brevets;L'article 52(2) exclut {{les programmes d'ordinateur en tant que tels}}.;programmes d'ordinateur en tant que tels|logiciels en tant que tels;les programmes d'ordinateur en tant que tels;les programmes d'ordinateur en tant que tels|Tous les logiciels sont brevetables|Les programmes durent 70 ans|Les programmes sont des bases de données
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Quand un logiciel est-il considéré en tant que tel ?;Lorsqu'il n'a pas d'effet technique identifiable en dehors de son fonctionnement informatique interne;Lorsqu'il contrôle un processus industriel;Lorsqu'il interagit avec des capteurs;Lorsqu'il améliore un système technique;Revois les critères de brevetabilité et leurs limites.;Le logiciel considéré en tant que tel n'a pas d'effet technique identifiable hors de son fonctionnement informatique interne. Le simple fait de faire tourner du matériel ne suffit pas.;3;avancé;logiciel-en-tant-que-tel|effet-technique;2.2 - Droit des brevets;Un logiciel en tant que tel n'a pas {{d'effet technique identifiable externe}}.;effet technique identifiable externe|effet technique;d'effet technique identifiable externe;d'effet technique identifiable externe|Lorsqu'il contrôle un processus industriel|Lorsqu'il interagit avec des capteurs|Lorsqu'il améliore un système technique
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Pourquoi les pulsions électriques ne suffisent-elles pas pour la brevetabilité ?;Parce que ce serait le cas de tout logiciel;Parce qu'elles prouvent l'originalité;Parce qu'elles créent un droit moral;Parce qu'elles valent dépôt officiel;Revois les critères de brevetabilité et leurs limites.;Tous les logiciels provoquent des effets matériels internes, comme des signaux électriques. Le document exige un effet technique identifiable au-delà de ce fonctionnement normal.;2;moyen;effet-technique|brevet;2.2 - Droit des brevets;Les pulsions électriques ne suffisent pas car {{ce serait le cas de tout logiciel}}.;tout logiciel|tous les logiciels;ce serait le cas de tout logiciel;ce serait le cas de tout logiciel|Parce qu'elles prouvent l'originalité|Parce qu'elles créent un droit moral|Parce qu'elles valent dépôt officiel
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Que faut-il démontrer pour dépasser l'exclusion du logiciel en tant que tel ?;Une contribution technique concrète au-delà de l'exécution normale du code;Une simple originalité du code;Une vente initiale dans l'UE;Une documentation complète;Revois les critères de brevetabilité et leurs limites.;Pour dépasser l'exclusion, il faut une contribution technique concrète. Le document cite le contrôle d'un processus industriel, l'amélioration d'un système technique ou l'interaction novatrice avec des équipements physiques.;3;avancé;contribution-technique;2.2 - Droit des brevets;Il faut démontrer {{une contribution technique concrète}}.;contribution technique concrète|effet technique concret;une contribution technique concrète;une contribution technique concrète|Une simple originalité du code|Une vente initiale dans l'UE|Une documentation complète
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Quels exemples de contribution technique concrète sont cités ?;Contrôle d'un processus industriel, amélioration d'un système technique ou interaction avec capteurs/actionneurs;Paternité, intégrité et divulgation;Revente, location et prêt;Sauvegarde, observation et étude;Revois les critères de brevetabilité et leurs limites.;Le document cite des contributions techniques concrètes liées à un processus industriel réel, à l'efficacité d'un système technique ou à l'interaction avec des capteurs, actionneurs ou équipements physiques.;3;avancé;processus-industriel|capteurs;2.2 - Droit des brevets;Une contribution technique peut être {{contrôle industriel, amélioration technique ou interaction avec capteurs/actionneurs}}.;contrôle industriel|amélioration technique|capteurs;contrôle industriel, amélioration technique ou interaction avec capteurs/actionneurs;contrôle industriel, amélioration technique ou interaction avec capteurs/actionneurs|Paternité, intégrité et divulgation|Revente, location et prêt|Sauvegarde, observation et étude
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Pourquoi le logiciel de gestion d'un four industriel peut-il être brevetable ?;Parce qu'il interagit avec un processus physique et améliore son fonctionnement technique;Parce qu'il a une interface originale;Parce qu'il est vendu dans l'UE;Parce qu'il est écrit en C++;Revois les critères de brevetabilité et leurs limites.;Le logiciel ajuste la température selon des capteurs en temps réel et optimise la consommation énergétique. Il interagit donc avec un processus physique et améliore son fonctionnement.;3;avancé;four-industriel|effet-technique;2.2 - Droit des brevets;Le logiciel du four peut être brevetable car il {{interagit avec un processus physique}}.;processus physique|améliore le fonctionnement technique;interagit avec un processus physique;interagit avec un processus physique|Parce qu'il a une interface originale|Parce qu'il est vendu dans l'UE|Parce qu'il est écrit en C++
